ID,Neutral/Other,Opportunity,Threat,entropy,prediction,IDold,Date,Sentences
288,0.9123011287510356,0.0264471696431099,0.0612517016058543,0.350869379925755,Neutral/Other,1164.27140309,2005-11-02," In science fiction AI is commonly portrayed as an upcoming power trying to overthrow human authority as in HAL 9000, Borg or The Matrix or as service humanoids like C-3PO, Data or the Bicentennial Man."
399,0.909193894408201,0.027013991678146,0.0637921139136528,0.359674697377697,Neutral/Other,1164.29292633,2005-11-26," In science fiction AI is commonly portrayed as an upcoming power trying to overthrow human authority as in HAL 9000, Skynet, Colossus and The Matrix or as service humanoids like C-3PO, Data, or the Bicentennial Man."
592,0.9131888810075476,0.0263790893275446,0.060432029664908,0.3484083748759394,Neutral/Other,1164.27464089,2005-11-05," In science fiction AI is commonly portrayed as an upcoming power trying to overthrow human authority as in HAL 9000, Skynet, Borg or The Matrix or as service humanoids like C-3PO, Data or the Bicentennial Man."
610,0.9253965766357258,0.0245867654289176,0.0500166579353565,0.3126759518059124,Neutral/Other,1164.26065688,2005-10-21," In science fiction AI is commonly portrayed as an upcoming power, trying to overthrow human authority (HAL 9000, The Borg, The Matrix) or as service humanoids (C-3PO, Data, AI, I Robot & Marvin)."
648,0.912506951783828,0.0265136264633004,0.0609794217528715,0.3503685568831428,Neutral/Other,1164.27942246,2005-11-10," In science fiction AI is commonly portrayed as an upcoming power trying to overthrow human authority as in HAL 9000, Skynet, Colossus, Borg or The Matrix or as service humanoids like C-3PO, Data, or the Bicentennial Man."
708,0.9312965446122172,0.0236386390477906,0.0450648163399921,0.294496394550411,Neutral/Other,1164.26669277,2005-10-28," In science fiction AI is commonly portrayed as an upcoming power, trying to overthrow human authority (HAL 9000, The Borg, The Matrix) or as service humanoids (C-3PO, Data, AI, Bicentennial Man, I Robot & Marvin)."
4903,0.3849174618918908,0.0386634185768753,0.5764191195312338,0.8108185480034694,Threat,1164.1176642771,2023-09-23,"Philosopher Nick Bostrom argued that if give almost any goal to a sufficiently powerful AI, it may choose to destroy humanity to achieve it (he used the example of a paperclip factory manager)."
838,0.9112803085661546,0.0266494598468271,0.0620702315870181,0.353789697215859,Neutral/Other,1164.29367117,2005-11-27," In science fiction AI is commonly portrayed as an upcoming power trying to overthrow human authority as in HAL 9000, Skynet, Colossus and The Matrix or as service humanoids like C-3PO, Data, the Bicentennial Man or Sonny in I, Robot."
4511,0.7341903052981618,0.0539667906626414,0.2118429040391967,0.7131663684884912,Neutral/Other,1164.1262889717,2024-12-13,"Al least one company, UnitedHealthcare denies claims at nearly double the industry average (and subsequently its CEO was assasinated for denying, according to media reports), and faces lawsuits and criticism for using AI algorithms with high error rates to automate denials."
4558,0.1199692029826288,0.0259126598975614,0.8541181371198096,0.4837389469003617,Threat,1164.974769347,2020-08-24,"Wearable sensors, activity trackers, and augmented reality may also lead to stress from micromanagement and a perception of surveillance."
358,0.9197808270298228,0.0254021777009779,0.0548169952691993,0.3293872521938866,Neutral/Other,1164.29298617,2005-11-26," In science fiction AI is commonly portrayed as an upcoming power trying to overthrow human authority as in HAL 9000, Skynet, I, Robot (film), Colossus and The Matrix or as service humanoids like C-3PO, Data, or the Bicentennial Man."
834,0.2294356131334346,0.030011405911029,0.7405529809555362,0.6654161119878432,Threat,1164.2676101,2004-03-06,"With the introduction of artificially intelligent non- deterministic systems, many ethical issues will arise."
4371,0.1366938220486911,0.8530913661134555,0.0102148118378532,0.4543926682736102,Opportunity,1164.946930556,2020-03-23,"Many businesses and organisations have brought together software to combat the COVID-19, as scientists believe data collection systems and applied artificial intelligence approaches will contribute to a comprehensive infectious disease database that can in effect help-policy decision-making."
4953,0.139832805208365,0.8503866370475852,0.0097805577440497,0.4581695215504793,Opportunity,1164.1216446144,2024-03-31,"To solve this, artificial intelligence technologies are now being incorporated into customer service to generate AI-based platforms to provide a high-speed, accurate, and seamless resolution of issues."
4556,0.1353851472469702,0.8545281819987472,0.0100866707542825,0.4514209947631772,Opportunity,1164.1233299952,2024-07-08,"By using AI, financial institutions can better assess borrowers' credit risk, making loan approvals faster and more accurate."
4754,0.6584942958178079,0.3153112132658184,0.0261944909163735,0.7344549440653313,Neutral/Other,1164.1178184336,2023-10-02,Advanced medical robots have a wide knowledge of medical operations.
4744,0.1123875591916182,0.8789291485365499,0.0086832922718318,0.4002976147618873,Opportunity,1164.1220106862,2024-04-21,"Recent advancements in artificial intelligence have shown significant potential in enhancing healthcare services for older adults, including improving diagnostic accuracy, personalizing treatment plans, and efficiently managing patient care, thereby contributing to better health outcomes and increased quality of life."
4881,0.5201025728163277,0.4568041865786489,0.0230932406050233,0.7849328465420526,Neutral/Other,1164.1178159388,2023-10-01,Robots that are employed in medical fields are using artificial intelligence.
4364,0.1306039565722555,0.8601496072866928,0.0092464361410516,0.4387420258518111,Opportunity,1164.1234439179,2024-07-14,"AI facilitates personalized, advanced, safer, and innovative financial mechanisms."
3798,0.1951577177089616,0.7870272194959669,0.0178150627950714,0.57911841041312,Opportunity,1164.87126905,2018-11-29,AI has also reduced fraud and financial crimes by monitoring behavioral patterns of users for any abnormal changes or anomalies.
4412,0.1800579106636845,0.8084742022833331,0.0114678870529822,0.5318328450825561,Opportunity,1164.1031388753,2021-07-01,"AI gradually restored its reputation in the late 1990s and early 21st century by finding specific solution to specific problems, such as logistics, data mining or medical diagnosis."
3822,0.153636576852275,0.835820102368779,0.010543320778946,0.4856802258242164,Opportunity,1164.889688137,2019-03-27,The global spending on AI- powered retail solutions is ratcheting up as it aids companies to deal with profit shrinkage while also offering a consistent and personalized shopping experience to the customers.
3069,0.1831891246533511,0.8049203406767099,0.0118905346699389,0.5382915542870633,Opportunity,1164.765536056,2017-02-14,The tech industry is lining up with testing platforms like Ezoic and other data science-driven tools that are meant to empower everyday users with the power of A.I.
1238,0.1318359206824725,0.8581679456249452,0.0099961336925822,0.4444248008092973,Opportunity,1164.352154271,2010-03-26,Reasoning systems might one day help to extend medical care to remote regions through automated diagnosis and effective triaging of limited medical expertise and transportation resources.
1602,0.2290625760037007,0.7571490397863839,0.0137883842099152,0.6072869307426692,Opportunity,1164.19203218,2008-02-17,"In August 2001, robots beat humans in a simulated financial trading competition | | work=BBC News, Business | A medical clinic can use artificial intelligence systems to organize bed schedules, make a staff rotation, and provide medical information."
3958,0.1532419186005293,0.8366100455473335,0.010148035852137,0.4832748099203551,Opportunity,1164.757749028,2017-01-01,"In the twenty-first century AI techniques have become an essential part of the technology industry, helping to solve many challenging problems in computer science."
1857,0.1956784250364273,0.7923030936511679,0.0120184813124047,0.5568013355099052,Opportunity,1164.272084449,2009-02-20,"Bold text Artificial intelligence has successfully been used in a wide range of fields including medical diagnosis, stock trading, robot control, law, scientific discovery, video games and toys."
4218,0.3623099563061311,0.618874718898177,0.0188153247956917,0.7395604568509881,Opportunity,1164.990175533,2020-11-23,The AI is used to generate information from data and takes advantage especially in competitive industries.
4462,0.1245671152252615,0.8664499121451368,0.0089829726296018,0.4260001889087367,Opportunity,1164.1087093394,2022-05-10,"AI can play an important role in facilitating human-machine collaboration, helping workers in the execution of tedious or physically demanding tasks while allowing them to leverage their own uniquely human abilities."""
3326,0.2166263277010078,0.7704373216495454,0.0129363506494467,0.5885188785418638,Opportunity,1164.773107619,2017-03-31,"In the twenty- first century, AI techniques, both ""hard"" and ""soft"", have experienced a resurgence following concurrent advances in computer power, sizes of training sets, and theoretical understanding, and AI techniques have become an essential part of the technology industry, helping to solve many challenging problems in computer science."
4441,0.1744055754257467,0.8141063689113665,0.0114880556628869,0.5233203485604544,Opportunity,1164.935742832,2020-01-14,"In conjunction with big data analytics and machine learning, Artificial Intelligence increases customer experience by prediction guest's needs and providing instant assistance via chatbot, application, virtual voice assistant and service robots."
3884,0.1744055607818819,0.8141063837901444,0.0114880554279734,0.5233203249976252,Opportunity,1164.935742832,2020-01-14,"In conjunction with big data analytics and machine learning, Artificial Intelligence increases customer experience by prediction guest's needs and providing instant assistance via chatbot, application, virtual voice assistant and service robots."
4751,0.3698077849276706,0.6116246465989805,0.0185675684733487,0.7425880205262181,Opportunity,1164.1252452041,2024-10-21,The development of search algorithms and heuristics enabled AI systems to navigate complex problem spaces more efficiently.
1628,0.1882476434561517,0.7995731648081945,0.0121791917356538,0.5469055020322147,Opportunity,1164.352154271,2010-03-26,AI methods promise to provide new directions for enhancing and extending novel economic concepts like microfinance and microwork.
4128,0.1467107570233339,0.8412780329011535,0.0120112100755125,0.4800940404810308,Opportunity,1164.1234439179,2024-07-14,"Additionally, AI excels in market risk prediction, helping financial institutions protect assets during volatility."
4923,0.957934694605628,0.022564982827322,0.0195003225670498,0.2034988635784407,Neutral/Other,1164.1178184336,2023-10-02,The usage of artificial intelligence in robots is increasing the idea of smart robots.
3345,0.3833120481121028,0.596434399538196,0.0202535523497011,0.7547663436173528,Opportunity,1164.831706737,2018-03-21,"Machines are able to deliver services and execute actions that were previously performed by humans, being increasingly capable of sensing its environment and taking actions."
4129,0.6036201728771998,0.3715808487092243,0.0247989784135758,0.7642551146557364,Neutral/Other,1164.949340668,2020-04-05,"In the early 1980s, civilian AI research was revived by the commercial success of expert systems, a form of AI program that simulated the knowledge and analytical skills of human experts."
4202,0.1279445250078415,0.8629741569936695,0.0090813179984889,0.4329473287988296,Opportunity,1164.1262057687,2024-12-09,"Furthermore, AI and machine learning methodologies are transforming sex research by enabling the analysis of large datasets, such as big data on pornography use, creating new opportunities to enhance sexual and reproductive health and well-being."
3434,0.9574908109773712,0.0233370162416917,0.019172172780937,0.2050988702756405,Neutral/Other,1164.990175533,2020-11-23,AI finds the structure and regularities in data and acquires skills.
4887,0.9574908355322954,0.0233369949706889,0.0191721694970156,0.2050987784263244,Neutral/Other,1164.990175533,2020-11-23,AI finds the structure and regularities in data and acquires skills.
4895,0.1371778773184598,0.8530373080343143,0.0097848146472259,0.4533662455558604,Opportunity,1164.1103152984,2022-08-08,"Over 200 applications of artificial intelligence are being used by over 46 United Nations agencies, in sectors ranging from health care dealing with issues such as combating COVID-19 to smart agriculture, to assist the UN in political and diplomatic relations."
963,0.2459130020396386,0.7384881125079147,0.0155988854524467,0.6337341225136469,Opportunity,1164.14019096,2005-05-21,"However, progress has in fact been made, and AI is today routinely employed in thousands of industrial and military systems around the world."
3419,0.6615776406440455,0.3128909806945223,0.0255313786614322,0.7305095665969679,Neutral/Other,1164.877027477,2019-01-06,"In the early 1980s, AI research was revived by the commercial success of expert systems, a form of AI programs that simulated the knowledge and analytical skills of human experts."
933,0.4392302382782095,0.5390266117710472,0.0217431499507432,0.7777245129617191,Opportunity,1164.29285576,2005-11-26,"AI systems are now in routine use in economics, medicine, engineering and the military, as well as being built into many common home computer software applications and video games."
1940,0.4392302382782095,0.5390266117710472,0.0217431499507432,0.7777245129617191,Opportunity,1164.33854312,2006-01-04,"AI systems are now in routine use in economics, medicine, engineering and the military, as well as being built into many common home computer software applications and video games."
4706,0.1986924574083663,0.7815296566607668,0.0197778859308667,0.5913276190581442,Opportunity,1164.117456452,2023-09-09,"Further research showed that in high-risk cases like this, the hospital would allocate more resources and save the patient's life, decreasing their mortality as measured by the program."
4939,0.1545506830468449,0.8350176807278854,0.0104316362252696,0.4867364797157784,Opportunity,1164.1233299952,2024-07-08,"Research by Dhaigude and Lawande (2022) demonstrates the impact of AI in enhancing the credit scoring process, showing how AI tools can streamline financial operations and improve decision- making in lending."
3441,0.1678434931928292,0.8214442167330773,0.0107122900740934,0.5097199275344456,Opportunity,1164.818391596,2018-01-03,"In the twenty-first century, AI techniques have experienced a resurgence following concurrent in computer power, large amounts of data, and theoretical understanding; and AI techniques have become an essential part of the technology industry, helping to solve many challenging problems in computer science."
4493,0.9013855002931184,0.07219629916848,0.0264182005384017,0.3793380790980649,Neutral/Other,1164.946007199,2020-03-17,"Whereas AI CEO's are speculated to be 30 years away, robotic process automation (RPA) is already being used today in corporate finance."
3566,0.9013855002931184,0.07219629916848,0.0264182005384017,0.3793380790980649,Neutral/Other,1164.946007199,2020-03-17,"Whereas AI CEO's are speculated to be 30 years away, robotic process automation (RPA) is already being used today in corporate finance."
3718,0.9607597286532172,0.0205230384556094,0.0187172328911731,0.1926798455907323,Neutral/Other,1164.905516787,2019-07-09,Artificial intelligence is the ability of a digital computer or computer-controlled robot is to perform tasks commonly associated with intelligent beings.
1309,0.1323570893657988,0.8580712165201217,0.0095716941140791,0.4435010399672471,Opportunity,1164.352154271,2010-03-26,"Machine learning, inference, planning, and perception have the potential to bring great value to the developing world in a wide array of areas, including healthcare, education, transportation, and agriculture."
3830,0.9073621753818992,0.0667646505524071,0.0258731740656936,0.3634666825534242,Neutral/Other,1164.951788157,2020-04-18,"While AI-embedded work platforms widen participation for some actors, they have also been known to leverage and reinforce the existing socio-cultural hierarchies that shape certain forms of work themselves."""
4886,0.9073620185862394,0.0667648056517246,0.025873175762036,0.363467093298873,Neutral/Other,1164.951788526,2020-04-18,"While AI-embedded work platforms widen participation for some actors, they have also been known to leverage and reinforce the existing socio-cultural hierarchies that shape certain forms of work themselves."""
457,0.2195014287834617,0.7673671839703895,0.0131313872461487,0.5929372766627823,Opportunity,1164.25774057,2005-10-17,"Intelligence agents are software that assists you, or acts on your behalf, in performing repetitive computer-related tasks."
4960,0.146922090370084,0.8432711819120284,0.0098067277178875,0.4708776331291758,Opportunity,1164.1236392602,2024-07-24,"Additionally, AI-driven quantitative trading strategies have optimized the efficiency and profitability of high-frequency trading."
1454,0.4223305132374252,0.556650778504302,0.0210187082582726,0.7713120431028191,Opportunity,1164.70655741,2006-08-19,"AI systems are now in routine use in economics, medicine, engineering and the military, as well as being built into many common home computer software applications, traditional strategy games like computer chesscheese and other video games."
4860,0.6774552473993255,0.2959571882136984,0.0265875643869761,0.7205902930648643,Neutral/Other,1164.1242698,2024-08-28,"This led to the AI boom of the early 2020s, with companies, universities, and laboratories pioneering significant advances in artificial intelligence."
1886,0.2808157281668907,0.7029251072287657,0.0162591646043437,0.6714095322085896,Opportunity,1164.352154271,2010-03-26,"Unprecedented quantities of data are being generated in the developing world on human health, financial transactions, movement, and communications."
3755,0.2069855228704002,0.7801021058106479,0.0129123713189518,0.5759105995694006,Opportunity,1164.940754772,2020-02-14,AI is a field of science with many capabilities and used in all the industries to achieve its success utmost.
4260,0.2069855228704002,0.7801021058106479,0.0129123713189518,0.5759105995694006,Opportunity,1164.940754772,2020-02-14,AI is a field of science with many capabilities and used in all the industries to achieve its success utmost.
4969,0.5478787154350839,0.1938076653698775,0.2583136191950385,0.9973245973235098,Neutral/Other,1164.1262057687,2024-12-09,AI technologies are also used for online sexual risk detection such as online gender-based violence or online sexual grooming of minors.
3825,0.347643407425763,0.6191433277013032,0.0332132648729337,0.7772258598609597,Opportunity,1164.867894834,2018-11-08,"Others believe that AI, unlike previous technological revolutions, will create a risk of mass unemployment.However Google is hosting a global contest to develop AI that’s beneficial for humanityGoogle is hosting a global contest to develop AI that’s beneficial for humanity In the twenty- first century, AI techniques have experienced a resurgence following concurrent advances in computer power, large amounts of data, and theoretical understanding; and AI techniques have become an essential part of the technology industry, helping to solve many challenging problems in computer science, software engineering and operations research."
1175,0.1446664514117424,0.0273040192563322,0.8280295293319253,0.5342558860956299,Threat,1164.352457441,2010-03-28,"If the AIs do get word of this, they could adapt and redesign themselves to survive the threat of humanity."
4289,0.2987475589283591,0.6731977521091376,0.0280546889625032,0.7275852082858972,Opportunity,1164.121753827,2024-04-06,"According to him, these initiatives should aim to mitigate the dehumanizing effects of unchecked productivity drives, fostering environments where technology uplifts rather than supplants human contributions."
4746,0.9163373852008978,0.0281932336180808,0.0554693811810215,0.341086679566619,Neutral/Other,1164.974768759,2020-08-24,There are many hazard controls for AI.
4720,0.1578920076065112,0.0259574123684954,0.8161505800249932,0.5520284799077481,Threat,1164.974768759,2020-08-24,"Physical hazards in the form of human–robot collisions may arise from robots using AI, especially collaborative robots (cobots)."
4353,0.1672582522014742,0.820591478282272,0.0121502695162536,0.5149369769842508,Opportunity,1164.1226626857,2024-05-31,"The growing use of artificial intelligence in the 21st century is influencing a societal and economic shift towards increased automation, data-driven decision-making, and the integration of AI systems into various economic sectors and areas of life, impacting job markets, healthcare, government, industry, education, propaganda, and disinformation ."
4557,0.2349114193732091,0.7477629089706332,0.0173256716561576,0.6278973178772795,Opportunity,1164.974769347,2020-08-24,"AI can also be used for tools to improve worker health and safety, but in order to be adopted, they require acceptance by both mangers and workers."
3260,0.2349119594861891,0.7477623285542883,0.0173257119595225,0.6278980949990336,Opportunity,1164.974769347,2020-08-24,"AI can also be used for tools to improve worker health and safety, but in order to be adopted, they require acceptance by both mangers and workers."
3762,0.4928981386425073,0.043709976167261,0.4633918851902316,0.8419549651039925,Neutral/Other,1164.773767926,2017-04-04,"A super-intelligent AI will be extremely good at accomplishing its goals, and if those goals aren’t aligned with ours, we have a problem."
3835,0.3038878547608409,0.6746000637537001,0.0215120814854589,0.7100940512659037,Opportunity,1164.920068659,2019-10-07,"Instead, we can say that AI will secure and will provide more jobs to human beings."
4451,0.1120558398503607,0.0251604220832856,0.8627837380663536,0.4652552380628079,Threat,1164.958719922,2020-05-25,"In order to prevent the use of this technology from giving rise to new hazards, or to reduce such hazards, trustworthy artificial intelligence is required."
4093,0.3102566668922311,0.0387399081019042,0.6510034250058647,0.7684864956236971,Threat,1164.117664197,2023-09-23," = AI, like any powerful technology, has potential benefits and potential risks."
3100,0.4274073745864734,0.0511054433131569,0.5214871821003696,0.8548094413617919,Threat,1164.831893346,2018-03-22,"Autopilot only gives cars limited autonomy, and human drivers are expected to maintain situational awareness and take over as needed.Tesla’s Self-Driving System Cleared in Deadly Crash With fully autonomous vehicles, the software and vehicle manufacturers are expected to be liable for any at-fault accidents (under existing automobile products liability laws), rather than the human occupants, the owner, or the owner's insurance company.Who's Responsible When a Self-Driving Car Crashes?"
3552,0.4270711810294166,0.0514114566136668,0.5215173623569165,0.8554523148966957,Threat,1164.831893197,2018-03-22,"Autopilot only gives cars limited autonomy, and human drivers are expected to maintain situational awareness and take over as needed.Tesla’s Self-Driving System Cleared in Deadly Crash With fully autonomous vehicles, the software and vehicle manufacturers are expected to be liable for any at-fault accidents (under existing product liability laws), rather than the human occupants, the owner, or the owner's insurance company.Who's Responsible When a Self-Driving Car Crashes?"
4192,0.187962557392834,0.7973274036213488,0.0147100389858171,0.5568333251819538,Opportunity,1164.108862282,2022-05-19,One example is the use of AI by the UN Global Pulse program to model the effect of the spread of Covid 19 on internally Displace People (IDP) and refugee settlements to assist them in creating an appropriate global health policy.
4872,0.6421340291450411,0.0960815230971988,0.26178444775776,0.860367490457427,Neutral/Other,1164.974769347,2020-08-24,"In common with other computational technologies, AI requires cybersecurity measures to stop software breaches and intrusions and information privacy measures."
4694,0.1539642502555041,0.8344627694750163,0.0115729802694795,0.4906876972609919,Opportunity,1164.1087093522,2022-05-10,"Another report states that ""AI is likely to reshape the work environment of many people, by changing the content and design of their jobs, the way workers interact with each other and with machines, and how work effort and efficiency are monitored."
